matrix([[0.0734531574950797661632864027809709155, 0.146906314990159534781763103999368259, 0.0244843858316932562124992874683437616, 0.184580152671755726088513607741608438, 0.369160305343511449780300889094373201, 0.0615267175572519078864438779207057045, 0.0419666898331645077481999894774206469, 0.0839333796663290154379360069062585397, 0.0139888966110548359010568346109505339]])
matrix([[-0.0337499999999999975587429269631285662, -0.0675000000000000012206285365184357169, -0.0112500000000000012206285365184357169, 0.367499999999999995117485853926257132, 0.735000000000000002441257073036871434, 0.122500000000000002441257073036871434, -0.0337499999999999975587429269631285662, -0.0675000000000000012206285365184357169, -0.0112500000000000012206285365184357169]])
matrix([[0.0419666898331645077481999894774206469, 0.0839333796663290154379360069062585397, 0.0139888966110548359010568346109505339, 0.184580152671755726088513607741608438, 0.369160305343511449780300889094373201, 0.0615267175572519078864438779207057045, 0.0734531574950797661632864027809709155, 0.146906314990159534781763103999368259, 0.0244843858316932562124992874683437616]])
matrix([[0.0244843858316932562124992874683437616, 0.146906314990159534781763103999368259, 0.0734531574950797661632864027809709155, 0.0615267175572519078864438779207057045, 0.369160305343511449780300889094373201, 0.184580152671755726088513607741608438, 0.0139888966110548359010568346109505339, 0.0839333796663290154379360069062585397, 0.0419666898331645077481999894774206469]])
matrix([[-0.0112500000000000012206285365184357169, -0.0675000000000000012206285365184357169, -0.0337499999999999975587429269631285662, 0.122500000000000002441257073036871434, 0.735000000000000002441257073036871434, 0.367499999999999995117485853926257132, -0.0112500000000000012206285365184357169, -0.0675000000000000012206285365184357169, -0.0337499999999999975587429269631285662]])
matrix([[0.0139888966110548359010568346109505339, 0.0839333796663290154379360069062585397, 0.0419666898331645077481999894774206469, 0.0615267175572519078864438779207057045, 0.369160305343511449780300889094373201, 0.184580152671755726088513607741608438, 0.0244843858316932562124992874683437616, 0.146906314990159534781763103999368259, 0.0734531574950797661632864027809709155]])
matrix([[0.0734531574950797661632864027809709155, 0.184580152671755726088513607741608438, 0.0419666898331645077481999894774206469, 0.146906314990159534781763103999368259, 0.369160305343511449780300889094373201, 0.0839333796663290154379360069062585397, 0.0244843858316932562124992874683437616, 0.0615267175572519078864438779207057045, 0.0139888966110548359010568346109505339]])
matrix([[-0.0337499999999999975587429269631285662, 0.367499999999999995117485853926257132, -0.0337499999999999975587429269631285662, -0.0675000000000000012206285365184357169, 0.735000000000000002441257073036871434, -0.0675000000000000012206285365184357169, -0.0112500000000000012206285365184357169, 0.122500000000000002441257073036871434, -0.0112500000000000012206285365184357169]])
matrix([[0.0419666898331645077481999894774206469, 0.184580152671755726088513607741608438, 0.0734531574950797661632864027809709155, 0.0839333796663290154379360069062585397, 0.369160305343511449780300889094373201, 0.146906314990159534781763103999368259, 0.0139888966110548359010568346109505339, 0.0615267175572519078864438779207057045, 0.0244843858316932562124992874683437616]])
matrix([[0.0244843858316932562124992874683437616, 0.0615267175572519078864438779207057045, 0.0139888966110548359010568346109505339, 0.146906314990159534781763103999368259, 0.369160305343511449780300889094373201, 0.0839333796663290154379360069062585397, 0.0734531574950797661632864027809709155, 0.184580152671755726088513607741608438, 0.0419666898331645077481999894774206469]])
matrix([[-0.0112500000000000012206285365184357169, 0.122500000000000002441257073036871434, -0.0112500000000000012206285365184357169, -0.0675000000000000012206285365184357169, 0.735000000000000002441257073036871434, -0.0675000000000000012206285365184357169, -0.0337499999999999975587429269631285662, 0.367499999999999995117485853926257132, -0.0337499999999999975587429269631285662]])
